source_ref,source_type,source_id,title,language,status,approval,text_available,storage,text_size_chars,estimated_chunks,duplicate_group,include,exclude_reason,raw_sha256,content_hash_db,text_sha256
disc:doc_28e99b882a5d4d1e,approved_crawled_document,doc_28e99b882a5d4d1e,"Правительство решило, что такое divin — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,13322,14,,include,,,9b61c8ed3387314ea56c5986083ae0967a3a3445587df2f49e1fa004d9dad459,9b61c8ed3387314ea56c5986083ae0967a3a3445587df2f49e1fa004d9dad459
disc:doc_2bd7c7c63f2f4d63,approved_crawled_document,doc_2bd7c7c63f2f4d63,"Смотрины вин с IGP Valul lui Traian. Рестораторы, не стесняйтесь! — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,12203,11,,include,,,8104906d6aa64e1257a8e7c2df7a02ee9dcaaf583653a226fb0f3db41b7a9fa2,8104906d6aa64e1257a8e7c2df7a02ee9dcaaf583653a226fb0f3db41b7a9fa2
disc:doc_2c76d3b83181d709,approved_crawled_document,doc_2c76d3b83181d709,Bulgari Winery: перламутр в винном напитке? Wow! — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6097,5,,include,,,004504a45bb2433d24b42056078d71342131bb5328cc0c5f828bcc8741600643,004504a45bb2433d24b42056078d71342131bb5328cc0c5f828bcc8741600643
disc:doc_2d30606f6824913a,approved_crawled_document,doc_2d30606f6824913a,«Примерка» европейских законов — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8937,8,,include,,,74b10d2e36387ba65c5678450f37d98d57a6c05df248f2d32024fc197f34f762,74b10d2e36387ba65c5678450f37d98d57a6c05df248f2d32024fc197f34f762
disc:doc_2e054d0935ed67f8,approved_crawled_document,doc_2e054d0935ed67f8,Группа Purcari Wineries намерена купить SERVE Ceptura — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6176,6,,include,,,6b1a8730c11d4bfca72e0285ac262665790a89bb2e729276e6556e238ab51933,6b1a8730c11d4bfca72e0285ac262665790a89bb2e729276e6556e238ab51933
disc:doc_2e123dbcc28fe2e9,approved_crawled_document,doc_2e123dbcc28fe2e9,Когда процент имеет значение — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,10349,10,,include,,,1896721c21aa3179eeaa53b2345ca45bc1a3e7d880df6d0c58b547112d1dafde,1896721c21aa3179eeaa53b2345ca45bc1a3e7d880df6d0c58b547112d1dafde
disc:doc_2fb34cb69c83ec99,approved_crawled_document,doc_2fb34cb69c83ec99,Despre ONVV - Wine of Moldova,ro,approved,approved,true,postgres:knowledge_documents.text,9308,8,,include,,,28e9f6763d9e047f7d32e35d250339162b80070b436af3b68bbe8d2abd22bc21,28e9f6763d9e047f7d32e35d250339162b80070b436af3b68bbe8d2abd22bc21
disc:doc_3076dc9315246a96,approved_crawled_document,doc_3076dc9315246a96,С новым сезоном виноделия! — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,9611,9,,include,,,3d2526d867234b1897988f6947ad0f853bf082eee7597db92279b7c4c40e3bfb,3d2526d867234b1897988f6947ad0f853bf082eee7597db92279b7c4c40e3bfb
disc:doc_3184ed9ee6e7b4d2,approved_crawled_document,doc_3184ed9ee6e7b4d2,Чем отличается простое вино от сложного? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5249,5,,include,,,20bd21b0684368056b0759f03e004777653d462cd78ec7e272598921ce4859a9,20bd21b0684368056b0759f03e004777653d462cd78ec7e272598921ce4859a9
disc:doc_33dbb1d32ad47805,approved_crawled_document,doc_33dbb1d32ad47805,Wine Tourism - Wine of Moldova,en,approved,approved,true,postgres:knowledge_documents.text,1227,2,,include,,,adebb63e0b0d5b610c1115813b4d2d50a3b42cd7c2ea9ca00c328414751f51d3,adebb63e0b0d5b610c1115813b4d2d50a3b42cd7c2ea9ca00c328414751f51d3
disc:doc_340b635e1867461f,approved_crawled_document,doc_340b635e1867461f,Гамбасы (королевские креветки) фламбе — французский рецепт (ВИДЕО) — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3360,3,,include,,,566fe13a2ff584248e56b3311dfaca10eaec6e45e922a6d8d0c7feb787129aa7,566fe13a2ff584248e56b3311dfaca10eaec6e45e922a6d8d0c7feb787129aa7
disc:doc_34721c169d597a20,approved_crawled_document,doc_34721c169d597a20,Полезный опыт АО Tomai-Vinex: новая формировка на виноградниках — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,7630,7,,include,,,07b9d4473ffc4574147a4c6dc8eabf2f947c85a4c458d61a5312212ebd961e64,07b9d4473ffc4574147a4c6dc8eabf2f947c85a4c458d61a5312212ebd961e64
disc:doc_349744a8dad722e8,approved_crawled_document,doc_349744a8dad722e8,С чем пить «Кагор»/ Pastoral? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4078,4,,include,,,e27a701ce59967456561a4ea9b7ce0901a925db12abad1c863f3e500d0586876,e27a701ce59967456561a4ea9b7ce0901a925db12abad1c863f3e500d0586876
disc:doc_34df47b8fae8ebcf,approved_crawled_document,doc_34df47b8fae8ebcf,За что комбинат Cricova получил Гран-при за особые заслуги? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4766,5,,include,,,cf59d42af615b40a469bc5859713be41ab6ceaa30c607d09e94bd1ac19338d34,cf59d42af615b40a469bc5859713be41ab6ceaa30c607d09e94bd1ac19338d34
disc:doc_353a334266486264,approved_crawled_document,doc_353a334266486264,Откуда в вине минеральность? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,13018,12,,include,,,9fcbee00018d81d42894ab478b3c710e78430a706ac57991eb42c223a5ebf6a4,9fcbee00018d81d42894ab478b3c710e78430a706ac57991eb42c223a5ebf6a4
disc:doc_355ce9e5d68c1f06,approved_crawled_document,doc_355ce9e5d68c1f06,Национальный день вина` 2024: статистика праздника   — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4210,4,,include,,,91ff0b27b0d0ca062dfbdf8ae845447a89c8c5f3f19199652ddcde1678f88a1a,91ff0b27b0d0ca062dfbdf8ae845447a89c8c5f3f19199652ddcde1678f88a1a
disc:doc_36a43de34fd12b8e,approved_crawled_document,doc_36a43de34fd12b8e,ABOUT US - Basavin,en,approved,approved,true,postgres:knowledge_documents.text,5876,4,,include,,,144748ceba4cbf77f0ab3e1968b13ad852dabfe5ad4a00d19ea20b92cb4f716f,144748ceba4cbf77f0ab3e1968b13ad852dabfe5ad4a00d19ea20b92cb4f716f
disc:doc_373acb480301e068,approved_crawled_document,doc_373acb480301e068,Первый Трофей Создателя вина – для малых производителей — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,7045,7,,include,,,0aabf0b197c93aef52272f61550d888765374a17f76348cb6c9ee05f70fac2d8,0aabf0b197c93aef52272f61550d888765374a17f76348cb6c9ee05f70fac2d8
disc:doc_38227f7ab293fcd2,approved_crawled_document,doc_38227f7ab293fcd2,Группа Purcari Wineries приобрела биодинамические виноградники — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,7224,8,,include,,,86e5b218fa7ec3979a33c4e8b314023cd5362c8072882cc118542a5d90dd5297,86e5b218fa7ec3979a33c4e8b314023cd5362c8072882cc118542a5d90dd5297
disc:doc_38d4f2b3681c8d15,approved_crawled_document,doc_38d4f2b3681c8d15,У НБВиВ — новый донор. Их объединила «цифра»   — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6664,7,,include,,,c9fbfecd3aad3d12c0d1fc78835de0bfb2d11a3432621ae92d9bbaaf00e070a1,c9fbfecd3aad3d12c0d1fc78835de0bfb2d11a3432621ae92d9bbaaf00e070a1
disc:doc_393fa26c2679b841,approved_crawled_document,doc_393fa26c2679b841,Могут ли существовать великие вина без сульфитов? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4846,5,,include,,,1ce154579b97b5303de7e11d54fb1256ba35c9f30e235d0b2435de2dd1a385ec,1ce154579b97b5303de7e11d54fb1256ba35c9f30e235d0b2435de2dd1a385ec
disc:doc_3c2b469c65e8e12b,approved_crawled_document,doc_3c2b469c65e8e12b,Bliss Cuvée Brut Nature Exlusive Edition: когда все звёзды сошлись — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,10840,11,,include,,,a3de9f9fe2b1ef3e947d7a8b6727d086ea330ef07cde9251c11a18c37ec213ca,a3de9f9fe2b1ef3e947d7a8b6727d086ea330ef07cde9251c11a18c37ec213ca
disc:doc_3d119d0b07ce59ba,approved_crawled_document,doc_3d119d0b07ce59ba,Moldovan Wine - Wine of Moldova,en,approved,approved,true,postgres:knowledge_documents.text,806,1,,include,,,b0419fa0007f6f0687b9f1f823d11404940ad85472e8cb5c7902cf75d0fc6827,b0419fa0007f6f0687b9f1f823d11404940ad85472e8cb5c7902cf75d0fc6827
disc:doc_3d7227cdba49b793,approved_crawled_document,doc_3d7227cdba49b793,Сергей Танурков: Благодаря нам Швеция узнала о молдавском вине — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,11866,10,,include,,,4fff0cd283df918470e4149518b250b5745572b596bce89aec8074b1f37d03d3,4fff0cd283df918470e4149518b250b5745572b596bce89aec8074b1f37d03d3
disc:doc_3dbea96625863e48,approved_crawled_document,doc_3dbea96625863e48,Как дегустировать дивин (коньяк)? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6610,6,,include,,,5ea77cabbfd28b3813632036fd51dcf770804d50d3ef9c3a74c9e05c5485b5ba,5ea77cabbfd28b3813632036fd51dcf770804d50d3ef9c3a74c9e05c5485b5ba
disc:doc_3de9ddb745c38ea7,approved_crawled_document,doc_3de9ddb745c38ea7,"Fautor Winery | Moldova | The most awarded Moldovan winery in 2017, 2018, 2019, 2020, 2021 and 2022.",en,approved,approved,true,postgres:knowledge_documents.text,6804,6,,include,,,b66e01c125a9183018ff00e35f82ba64b4c55b87acf53f17da662ee4695febfe,b66e01c125a9183018ff00e35f82ba64b4c55b87acf53f17da662ee4695febfe
disc:doc_3f3de80f2efa5c30,approved_crawled_document,doc_3f3de80f2efa5c30,"Amaro de la Valea Perjei, 2003 от Acorex Wine Holding – вино-икона — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,9670,9,,include,,,bbf63f64f67d6bab671c44a42b8f1cfac4af540b80a2aca680c999028679084a,bbf63f64f67d6bab671c44a42b8f1cfac4af540b80a2aca680c999028679084a
disc:doc_403cf73d398e53c5,approved_crawled_document,doc_403cf73d398e53c5,Весенний «Вернисаж вин»-2025: награды и сенсации — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3871,4,,include,,,82977f5a594b9b0154b69dc3424ad2c6fb821132b9af4a9e3354bedbf3fbc3bb,82977f5a594b9b0154b69dc3424ad2c6fb821132b9af4a9e3354bedbf3fbc3bb
disc:doc_4084ef6d7fc43ab1,approved_crawled_document,doc_4084ef6d7fc43ab1,Обо мне — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3190,3,,include,,,f058fbe3716ea550f176aa1ef30228105ec7ee791c4b0156aed1512c360d66c6,f058fbe3716ea550f176aa1ef30228105ec7ee791c4b0156aed1512c360d66c6
disc:doc_421d9fd576aefd19,approved_crawled_document,doc_421d9fd576aefd19,Вина Purcari Parcela – новая экспрессия терруара — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,14227,14,,include,,,b2143eee144dc14f4d89010a308ba72331b6a4a35bff203749c7a14d4ebf577e,b2143eee144dc14f4d89010a308ba72331b6a4a35bff203749c7a14d4ebf577e
disc:doc_42a0974c3cd0dc5b,approved_crawled_document,doc_42a0974c3cd0dc5b,"Asconi Winery | Asconi Winery is a family business, which aims at producing the best possible wine.",en,approved,approved,true,postgres:knowledge_documents.text,3247,3,,include,,,bfeb867646402754e3e5817e8fb9e4fe2566d14954a5ae42cd3b11d2626d5ae5,bfeb867646402754e3e5817e8fb9e4fe2566d14954a5ae42cd3b11d2626d5ae5
disc:doc_44ae2690c18ce1d2,approved_crawled_document,doc_44ae2690c18ce1d2,Молдавскому вину поставили памятник! — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4073,4,,include,,,1dc5494f0b4183803e018a7028061158914f3db7277d1858fa10578a836833c4,1dc5494f0b4183803e018a7028061158914f3db7277d1858fa10578a836833c4
disc:doc_45a914a1919c0c89,approved_crawled_document,doc_45a914a1919c0c89,На дегустации вин нужно пить… воду. Почему? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,1623,2,,include,,,c04ddc4f6e575c0241826c2fd9f1e25b861a4703cf72a9f7e5bb9029bf237639,c04ddc4f6e575c0241826c2fd9f1e25b861a4703cf72a9f7e5bb9029bf237639
disc:doc_45d6a3e9c8c9f781,approved_crawled_document,doc_45d6a3e9c8c9f781,Vinăriile noastre - Wine of Moldova,ro,approved,approved,true,postgres:knowledge_documents.text,1001,1,,include,,,87c3fb94d4789fc91e768437cfc477d59016ad89c47d12f1c47c3218eba1eec0,87c3fb94d4789fc91e768437cfc477d59016ad89c47d12f1c47c3218eba1eec0
disc:doc_45fc5d4d185fa047,approved_crawled_document,doc_45fc5d4d185fa047,Что такое элегантность в вине? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5566,6,,include,,,338fceb9c32c6b3559db5856ba1a69dbca686ffca5c22347be41b3755151c029,338fceb9c32c6b3559db5856ba1a69dbca686ffca5c22347be41b3755151c029
disc:doc_4677d623f9763700,approved_crawled_document,doc_4677d623f9763700,Создан первый дивин из местных сортов винограда — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5243,5,,include,,,05f56c722427a885ddca039bbd179c39bc74c6017794b4a5ccfcc2a23297cb44,05f56c722427a885ddca039bbd179c39bc74c6017794b4a5ccfcc2a23297cb44
disc:doc_47a11df660f08df2,approved_crawled_document,doc_47a11df660f08df2,Turism - Purcari Wineries        Purcari Wineries,ro,approved,approved,true,postgres:knowledge_documents.text,5441,5,,include,,,8bd0be3b1f0f69b08010a733674658e69b03642b7c6b0e8dd18719cd04c1b2d9,8bd0be3b1f0f69b08010a733674658e69b03642b7c6b0e8dd18719cd04c1b2d9
disc:doc_47d91ab3bc861d68,approved_crawled_document,doc_47d91ab3bc861d68,«Пьяная» груша — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,2204,2,,include,,,248a8a348614c33348ce1fb6690ea214593a158f2ff440a8a8dac8ed8c2f40f8,248a8a348614c33348ce1fb6690ea214593a158f2ff440a8a8dac8ed8c2f40f8
disc:doc_4964d0ace4d7c8ce,approved_crawled_document,doc_4964d0ace4d7c8ce,"Если в вине есть задушка, что делать? — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,3038,3,,include,,,1edf1f982f5301d1be46742af65e9e75db0b32bb96ab711d2739d55857ebb60b,1edf1f982f5301d1be46742af65e9e75db0b32bb96ab711d2739d55857ebb60b
disc:doc_4a3fb0b8dd0f4840,approved_crawled_document,doc_4a3fb0b8dd0f4840,Что делать с остатками вина? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3128,4,,include,,,333bae57b63d3b669a7faea0cd2cc4a3a78df9d20276abea5578a06973765efa,333bae57b63d3b669a7faea0cd2cc4a3a78df9d20276abea5578a06973765efa
disc:doc_4baf6797de34b3a7,approved_crawled_document,doc_4baf6797de34b3a7,Интересные факты о пробках для игристых вин — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4891,5,,include,,,8ad65304daf80553fd19d62206e5e7695d78d79a9fd2fa85ccf9d1543071dcca,8ad65304daf80553fd19d62206e5e7695d78d79a9fd2fa85ccf9d1543071dcca
disc:doc_4bc58599cc385370,approved_crawled_document,doc_4bc58599cc385370,Мысли вслух: про выбор молдавского вина — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6209,7,,include,,,c6bb5827cad8809ba78f68da76eecd07cf7f26c855a44fbf606a5e722cd5ccec,c6bb5827cad8809ba78f68da76eecd07cf7f26c855a44fbf606a5e722cd5ccec
disc:doc_4c9c3c48a12e6218,approved_crawled_document,doc_4c9c3c48a12e6218,Chalice Wineclub — первый на Украине клуб молдавских вин (ВИДЕО) — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,9941,8,,include,,,b7c2d456553a0a03b809896451b5191f7c34d7e91d2d85d7228bde0a3efd66c8,b7c2d456553a0a03b809896451b5191f7c34d7e91d2d85d7228bde0a3efd66c8
disc:doc_4d3175c8d2d6d1eb,approved_crawled_document,doc_4d3175c8d2d6d1eb,Wine Park-2026: об истоках виноградарства в Молдове и Центральной Европе — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8496,8,,include,,,1f69113fa34544ea9bdfb0a26bbef8ba747a3831a573bb1c888432dff42e2535,1f69113fa34544ea9bdfb0a26bbef8ba747a3831a573bb1c888432dff42e2535
disc:doc_4eb39a99697b8b5a,approved_crawled_document,doc_4eb39a99697b8b5a,Зачем Молдове великие вина? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8682,8,,include,,,f43bfe513ed9fe61509078f4ec893e6095620dbaa221b7d013432d6e16ba0ce0,f43bfe513ed9fe61509078f4ec893e6095620dbaa221b7d013432d6e16ba0ce0
disc:doc_50b522dfad100aec,approved_crawled_document,doc_50b522dfad100aec,Молдавские виноделы рассказали о кризисе — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8497,7,,include,,,62dfbf3b3798f75e4ce7b367474ce499aea57a386cf3740799f537608c0ed17b,62dfbf3b3798f75e4ce7b367474ce499aea57a386cf3740799f537608c0ed17b
disc:doc_50f7895e9afa72dd,approved_crawled_document,doc_50f7895e9afa72dd,Какое вино выбрать к плову? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6505,7,,include,,,47baa012695c7605faec0e4afde7bf551f7471e07fc387aa3e6d02b0b3f902a8,47baa012695c7605faec0e4afde7bf551f7471e07fc387aa3e6d02b0b3f902a8
disc:doc_511c5631105b1964,approved_crawled_document,doc_511c5631105b1964,Первое в Молдове классическое игристое вино Viorica – от KVINT — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6792,7,,include,,,b106beceadc35d8f2f4bac173f184c1446024a502198c5a5909d3cd1987b6dbb,b106beceadc35d8f2f4bac173f184c1446024a502198c5a5909d3cd1987b6dbb
disc:doc_525193fc0019397f,approved_crawled_document,doc_525193fc0019397f,Как почистить декантер? (ВИДЕО) — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3146,3,,include,,,257e1792be404c70fd7dfabe25495e7c4f2a1d9b4eac85e68c737e195e09f707,257e1792be404c70fd7dfabe25495e7c4f2a1d9b4eac85e68c737e195e09f707
disc:doc_529ac16e0ab4de45,approved_crawled_document,doc_529ac16e0ab4de45,Производители дивинов не могут защитить свои права — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,11667,11,,include,,,b637e49e13d1422c0350da3ab1b6b2a5c22d798438145083b95d5e9b86d21cae,b637e49e13d1422c0350da3ab1b6b2a5c22d798438145083b95d5e9b86d21cae
disc:doc_52d55d64e6c7c1ae,approved_crawled_document,doc_52d55d64e6c7c1ae,В День космонавтики – о бальзаме «Космический» — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4177,4,,include,,,89de37eb8f589385ee6464358f72c666508765188793e97ed34e5462ee25ae83,89de37eb8f589385ee6464358f72c666508765188793e97ed34e5462ee25ae83
disc:doc_550f1bc5bba41ca2,approved_crawled_document,doc_550f1bc5bba41ca2,Винный тур с дегустацией на винодельню Carlevana,ru,approved,approved,true,postgres:knowledge_documents.text,3388,3,,include,,,afd8ad138e9b9c36686c85a316cf845bb64eded501492155be3555f42a165f74,afd8ad138e9b9c36686c85a316cf845bb64eded501492155be3555f42a165f74
disc:doc_55f7c3b251b1867e,approved_crawled_document,doc_55f7c3b251b1867e,"Виктор Бостан: «Когда война закончится, купим винодельню на Украине» — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,20000,18,,include,,,a1ba2046031e68327be530a49ea9c68ea7cd9f6f8b509ea99d35291ff1360b19,a1ba2046031e68327be530a49ea9c68ea7cd9f6f8b509ea99d35291ff1360b19
disc:doc_573f577394cbcef1,approved_crawled_document,doc_573f577394cbcef1,CMB` 2026 Red and White Wines Session: у Молдовы 66 медалей и титул International White Wine Revelation — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4694,4,,include,,,9667b03ade7e991be12d3b2100e67396baddf4afc15eeabc36933d4e7f4241c0,9667b03ade7e991be12d3b2100e67396baddf4afc15eeabc36933d4e7f4241c0
disc:doc_576261074e92d1ff,approved_crawled_document,doc_576261074e92d1ff,Wine Republic – первая винотека в Молдове с винодельческими зонами — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,7839,9,,include,,,93d088129e04f74878429199fe70f5820d0f389653baed472e71ad1330ac68b1,93d088129e04f74878429199fe70f5820d0f389653baed472e71ad1330ac68b1
disc:doc_5792bb0565c0eb67,approved_crawled_document,doc_5792bb0565c0eb67,Первые в Молдове продукты со статусом IGP Divin — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6159,7,,include,,,5d56d2ca3d14e14979dd51728d22f769ee829f261fce6a152e47fa477969a127,5d56d2ca3d14e14979dd51728d22f769ee829f261fce6a152e47fa477969a127
disc:doc_579edcc1ef891d06,approved_crawled_document,doc_579edcc1ef891d06,О НБВВ - Wine of Moldova,ru,approved,approved,true,postgres:knowledge_documents.text,9423,8,,include,,,538cbb568dbcd7562dbdf191c44697a91c7b0b2b76121b354721a0c4599cf4c2,538cbb568dbcd7562dbdf191c44697a91c7b0b2b76121b354721a0c4599cf4c2
disc:doc_58d1758359f29d35,approved_crawled_document,doc_58d1758359f29d35,Cricova открыл террасу Regatul Vinului — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4211,4,,include,,,a2c8e759c6d9d3c3d3a6878d30892e61ac6ad7a0a04c18bf99bf98a049a925b4,a2c8e759c6d9d3c3d3a6878d30892e61ac6ad7a0a04c18bf99bf98a049a925b4
disc:doc_5962248eb9bc6289,approved_crawled_document,doc_5962248eb9bc6289,Хроника российского эмбарго на молдавские вина — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,20000,18,,include,,,09fdba089ee5b440dc4b2664a28d53b72b0b4e94aa03f3725b6b21338ef616b0,09fdba089ee5b440dc4b2664a28d53b72b0b4e94aa03f3725b6b21338ef616b0
disc:doc_5a0e467093c5fb34,approved_crawled_document,doc_5a0e467093c5fb34,Cricova - Acasă,ro,approved,approved,true,postgres:knowledge_documents.text,996,1,,include,,,8b6f9e096768e74a601031b228767cae17dcc663f96b833b61dbe392465b5e4f,8b6f9e096768e74a601031b228767cae17dcc663f96b833b61dbe392465b5e4f
disc:doc_5beb88272d27f1e8,approved_crawled_document,doc_5beb88272d27f1e8,"Stella Rosa – это вина, эмоции и тренды — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,7291,7,,include,,,a586b54613aff72a3383eb5f8eb949d1512e4a1e21c7d0a722865b421805bf0e,a586b54613aff72a3383eb5f8eb949d1512e4a1e21c7d0a722865b421805bf0e
disc:doc_5c5811129068b129,approved_crawled_document,doc_5c5811129068b129,Как вино помогает бороться со старением кожи — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5361,6,,include,,,5f8a30796e8c98727fe8ad1fb3941ae0c0e02d2ea9d98828d3fd9e9f30410d26,5f8a30796e8c98727fe8ad1fb3941ae0c0e02d2ea9d98828d3fd9e9f30410d26
disc:doc_5d13a1eb5c1b06af,approved_crawled_document,doc_5d13a1eb5c1b06af,Сезон виноделия-2025: на Kazayk-Vin — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4934,6,,include,,,8fa8c742dd9ae0591c1d7939bc8d92a0a5bda6e820df2180eec3adab575da47b,8fa8c742dd9ae0591c1d7939bc8d92a0a5bda6e820df2180eec3adab575da47b
disc:doc_5f22f56f6caef75d,approved_crawled_document,doc_5f22f56f6caef75d,Чем отличаются молдавские дивины? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,7959,8,,include,,,655585c58a28fa6e8630dc949a974f040f92387ce650fd8656ae57281c3efafc,655585c58a28fa6e8630dc949a974f040f92387ce650fd8656ae57281c3efafc
disc:doc_5f845320c5812f59,approved_crawled_document,doc_5f845320c5812f59,Винный Туризм - Wine of Moldova,ru,approved,approved,true,postgres:knowledge_documents.text,1144,1,,include,,,366344c3599b7d143545da42adeae202ee52737f2cd87dc9a71de8b120800d8b,366344c3599b7d143545da42adeae202ee52737f2cd87dc9a71de8b120800d8b
disc:doc_6012d5cc815c3f30,approved_crawled_document,doc_6012d5cc815c3f30,АО Aroma увеличило продажи наполовину — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3302,3,,include,,,02f8256c5f4873335d6b822e6efc017eb22687d9b15a443aefd75fb22e53bd41,02f8256c5f4873335d6b822e6efc017eb22687d9b15a443aefd75fb22e53bd41
disc:doc_60bbe539bdb8f5a3,approved_crawled_document,doc_60bbe539bdb8f5a3,Что такое тело вина? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4117,4,,include,,,61b3f77223719e6012bb702b4b119ad453bd8fd5d4758f2cd66a215b6bae64a9,61b3f77223719e6012bb702b4b119ad453bd8fd5d4758f2cd66a215b6bae64a9
disc:doc_623160377b395a05,approved_crawled_document,doc_623160377b395a05,Castel Mimi - First 5-Star Zero Emission Wine Resort,en,approved,approved,true,postgres:knowledge_documents.text,2030,2,,include,,,01360a48e7abfef14d5155716cc096812925df0f0341808536f7db67194acfc4,01360a48e7abfef14d5155716cc096812925df0f0341808536f7db67194acfc4
disc:doc_62428252d133708b,approved_crawled_document,doc_62428252d133708b,Полезные свойства вина «Кагор»/ Pastoral — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3628,4,,include,,,86cb6ab17533b4cdd480dfd45b6c25613f9139cdfcea92a7cdcabc702a021993,86cb6ab17533b4cdd480dfd45b6c25613f9139cdfcea92a7cdcabc702a021993
disc:doc_640de7c9fc82f5d9,approved_crawled_document,doc_640de7c9fc82f5d9,Почему на некоторых винодельнях виноград давят ногами?   — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5954,5,,include,,,a0ba0b55aa2d40cfd001bd08c079b06718931dae5c996872ca9c58369b85ba15,a0ba0b55aa2d40cfd001bd08c079b06718931dae5c996872ca9c58369b85ba15
disc:doc_65e64d0bbaa2ad3c,approved_crawled_document,doc_65e64d0bbaa2ad3c,"ProWein` 2024: Молдова представила вина, изготовленные с помощью ИИ (ВИДЕО) — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,8733,9,,include,,,67c5402649d139b05d4a5c6d38505fc921a362b4e44ad5f3498d95b86350105e,67c5402649d139b05d4a5c6d38505fc921a362b4e44ad5f3498d95b86350105e
disc:doc_6638822e740fe77e,approved_crawled_document,doc_6638822e740fe77e,Владимир Давидеску: «Grand Gold — это не случайность и не удача» — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8137,9,,include,,,1a28fa493f962f515571203b31f55b0dae825296818076470fe070d2096389db,1a28fa493f962f515571203b31f55b0dae825296818076470fe070d2096389db
disc:doc_672dc98113d39453,approved_crawled_document,doc_672dc98113d39453,Константин Олару о своей коньячной эпопее — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,14990,12,,include,,,1bf63725eb41030bbec05704143d5cb80d2c071223016283719a5be4b950ad2d,1bf63725eb41030bbec05704143d5cb80d2c071223016283719a5be4b950ad2d
